1794|13952|O|247762.23|1997-09-28|1-URGENT|Clerk#000000686|0|ally silent pinto beans. regular package
1795|9280|F|202582.9|1994-03-19|2-HIGH|Clerk#000000815|0| quickly final packages! blithely dogged accounts c
1796|4624|F|62750.73|1992-11-21|2-HIGH|Clerk#000000245|0|eans use furiously around th
1797|12430|O|60055.91|1996-05-07|3-MEDIUM|Clerk#000000508|0|quiet platelets haggle since the quickly ironic instructi
1798|5152|O|82612.63|1997-07-28|1-URGENT|Clerk#000000741|0|al foxes are blithe
1799|6004|F|72898.15|1994-03-07|4-NOT SPECIFIED|Clerk#000000339|0|ns sleep furiously final waters. blithely regular instructions h
1824|4819|F|147687.41|1994-05-05|1-URGENT|Clerk#000000972|0|e blithely fluffily
1825|14647|F|212539.49|1993-12-05|3-MEDIUM|Clerk#000000345|0|ironic, final accou
1826|8132|F|186162.5|1992-04-16|4-NOT SPECIFIED|Clerk#000000718|0|the even asymptotes dazzle fluffily slyly regular asymptotes. final, unu
1827|10507|O|337568.45|1996-06-22|4-NOT SPECIFIED|Clerk#000000369|0|luffily even requests haggle sly
1828|3139|F|226059.12|1994-04-18|3-MEDIUM|Clerk#000000840|0|y quickly bold packag
1829|11131|F|172644.41|1994-05-08|2-HIGH|Clerk#000000537|0| accounts wake above the furiously unusual requests. pending package
1830|13142|F|124627.11|1995-02-23|1-URGENT|Clerk#000000045|0|according to the even,
1831|7055|F|81757.23|1993-12-02|1-URGENT|Clerk#000000854|0| accounts. carefully even accounts boost furiously. regular ideas engage.
1856|10433|F|304831.26|1992-03-20|4-NOT SPECIFIED|Clerk#000000952|0|. special pinto beans run acr
1857|13201|F|165673.91|1993-01-13|2-HIGH|Clerk#000000083|0|hely final ideas slee
1858|14219|O|43166.79|1997-12-13|1-URGENT|Clerk#000000389|0|thely. slyly final deposits sleep
1859|5980|O|144075.79|1997-04-11|4-NOT SPECIFIED|Clerk#000000949|0| the foxes. bravely special excuses nag carefully special r
1860|958|O|10839.23|1996-04-04|3-MEDIUM|Clerk#000000556|0|osits. quickly bold deposits according to
1861|6845|F|142806.16|1994-01-03|3-MEDIUM|Clerk#000000847|0|r the fluffily close sauternes. furio
1862|3242|O|154293.38|1998-02-24|5-LOW|Clerk#000000348|0|ts snooze ironically abou
1863|7309|F|132641.88|1993-09-23|4-NOT SPECIFIED|Clerk#000000658|0|old sentiments. careful,
1888|11911|F|342287.51|1993-10-31|4-NOT SPECIFIED|Clerk#000000659|0|olites. pinto beans cajole. regular deposits affix. slyly regular
1889|2428|O|120659.75|1997-03-16|1-URGENT|Clerk#000000854|0|p around the regular notornis. unusual deposits
1890|943|O|279616.32|1996-12-18|4-NOT SPECIFIED|Clerk#000000627|0|romise final, regular deposits. regular fox
1891|6091|F|110635.02|1994-12-15|5-LOW|Clerk#000000495|0|unusual foxes sleep regular deposits. requests wake special pac
1892|2335|F|161949.13|1994-03-26|5-LOW|Clerk#000000733|0|sts. slyly regular dependencies use slyly. ironic, spec
1893|12440|O|176761.48|1997-10-30|2-HIGH|Clerk#000000111|0|olites. silent, special deposits eat slyly quickly express packages, hockey p
1894|7501|F|72521.39|1992-03-30|1-URGENT|Clerk#000000626|0|e furiously. furiously even accounts are slyly final accounts. closely speci
1895|652|F|39190.31|1994-05-30|3-MEDIUM|Clerk#000000878|0|ress accounts. bold accounts cajole. slyly final pinto beans poach regul
1920|10957|O|152954.16|1998-06-24|5-LOW|Clerk#000000018|0|hely, furiously regular excuses
1921|8612|F|76885.07|1994-01-18|3-MEDIUM|Clerk#000000293|0|counts. slyly quiet requests along the ruthlessly regular accounts are
1922|5552|O|23901.42|1996-07-13|3-MEDIUM|Clerk#000000984|0|side of the blithely final re
1923|13447|O|239248.59|1997-07-07|1-URGENT|Clerk#000000471|0| express dolphins.
1924|7468|O|275697.36|1996-09-07|4-NOT SPECIFIED|Clerk#000000823|0| of the ironic accounts. instructions near the final instr
1925|1670|F|198736.03|1992-03-05|1-URGENT|Clerk#000000986|0|e slyly regular deposits. furiously
1926|9298|O|152603.25|1996-01-31|2-HIGH|Clerk#000000568|0|cajole. even warhorses sleep carefully.
1927|13984|O|30839.69|1995-09-30|3-MEDIUM|Clerk#000000616|0|riously special packages. permanent pearls wake furiously. even packages alo
1952|6616|F|14249.16|1994-03-16|2-HIGH|Clerk#000000254|0| silent accounts boost
1953|14941|F|86240.29|1993-11-30|3-MEDIUM|Clerk#000000891|0| fluffily along the quickly even packages.
1954|5590|O|213269.94|1997-05-31|4-NOT SPECIFIED|Clerk#000000104|0| unusual excuses cajole according to the blithely regular theodolites.
1955|1207|F|165616.03|1992-04-20|1-URGENT|Clerk#000000792|0|ly special ideas. sometimes final
1956|12577|F|137264.0|1992-09-20|4-NOT SPECIFIED|Clerk#000000600|0|ironic ideas are silent ideas. furiously final deposits sleep slyly carefu
1957|3011|O|134646.92|1998-07-21|2-HIGH|Clerk#000000639|0|nding excuses about the
1958|5216|O|244417.33|1995-09-22|5-LOW|Clerk#000000343|0| haggle blithely. flu
1959|4237|O|106224.21|1997-01-13|4-NOT SPECIFIED|Clerk#000000631|0| cajole about the blithely express requests. even excuses mold bl
1984|5068|O|121109.55|1998-04-01|1-URGENT|Clerk#000000416|0| slyly special instructions. unusual foxes use packages. carefully regular req
1985|581|F|230053.01|1994-09-02|4-NOT SPECIFIED|Clerk#000000741|0|slyly slyly even pains. slyly reg
1986|14842|F|41463.57|1994-05-05|2-HIGH|Clerk#000000609|0|across the theodolites. quick
1987|9820|F|9815.65|1994-04-30|2-HIGH|Clerk#000000652|0|gular platelets alongside
1988|10741|O|169703.29|1995-10-06|4-NOT SPECIFIED|Clerk#000000011|0|ly ironic dolphins serve quickly busy accounts. bu
1989|11615|F|81501.92|1994-03-16|4-NOT SPECIFIED|Clerk#000000747|0|ely bold pinto beans ha
1990|11806|F|49073.27|1994-12-16|2-HIGH|Clerk#000000114|0|e bold patterns. always regul
1991|1853|F|226064.53|1992-09-07|4-NOT SPECIFIED|Clerk#000000854|0|ing accounts can haggle at the carefully final Tiresias-- pending, regular
2016|752|O|28768.33|1996-08-16|3-MEDIUM|Clerk#000000641|0|the carefully ironic foxes. requests nag bold, r
2017|10058|O|80219.94|1998-05-13|3-MEDIUM|Clerk#000000427|0|nusual requests. blit
2018|1759|P|40875.08|1995-04-05|4-NOT SPECIFIED|Clerk#000000920|0|gular accounts wake fur
2019|13403|F|55747.6|1992-10-23|1-URGENT|Clerk#000000565|0| furiously bold packages. fluffily fi
2020|7246|F|177860.1|1993-06-21|3-MEDIUM|Clerk#000000192|0|es. furiously regular packages above the furiously special theodolites are a
2021|6985|O|36904.57|1995-07-15|1-URGENT|Clerk#000000155|0|ong the furiously regular requests. unusual deposits wake fluffily inside
2022|6182|F|340218.69|1992-03-15|1-URGENT|Clerk#000000268|0| dependencies sleep fluffily even, ironic deposits. express, silen
2023|11797|F|214667.56|1992-05-06|5-LOW|Clerk#000000137|0|ular courts engage according to the
2048|1678|F|44767.36|1993-11-15|1-URGENT|Clerk#000000934|0|s cajole after the blithely final accounts. f
2049|2975|O|228794.74|1995-12-07|2-HIGH|Clerk#000000859|0|ly regular requests thrash blithely about the fluffily even theodolites. r
2050|2726|F|273268.0|1994-06-02|4-NOT SPECIFIED|Clerk#000000821|0|d accounts against the furiously regular packages use bli
2051|3808|O|144347.7|1996-03-18|4-NOT SPECIFIED|Clerk#000000333|0|ctions sleep blithely. blithely regu
2052|8935|F|214698.7|1992-04-13|2-HIGH|Clerk#000000767|0| requests sleep around the even, even courts. ironic theodolites affix furious
2053|14059|F|147969.97|1995-02-07|1-URGENT|Clerk#000000717|0|ar requests: blithely sly accounts boost carefully across t
2054|4009|F|201596.97|1992-06-08|4-NOT SPECIFIED|Clerk#000000103|0|l requests affix carefully about the furiously special
2055|9685|F|83227.24|1993-09-04|1-URGENT|Clerk#000000067|0|. warhorses affix slyly blithely express instructions? fur
2080|9446|F|68608.76|1993-06-18|5-LOW|Clerk#000000190|0|ironic, pending theodolites are carefully about the quickly regular theodolite
2081|11924|O|196655.24|1997-07-05|2-HIGH|Clerk#000000136|0|ong the regular theo
2082|4858|F|64540.53|1995-01-10|2-HIGH|Clerk#000000354|0|cial accounts. ironic, express dolphins nod slyly sometimes final reques
2083|10073|F|44539.95|1993-07-14|3-MEDIUM|Clerk#000000361|0|al patterns. bold, final foxes nag bravely about the furiously express
2084|7997|F|253192.23|1993-03-17|2-HIGH|Clerk#000000048|0|zle furiously final, careful packages. slyly ironic ideas amo
2085|4874|F|44491.56|1993-11-21|3-MEDIUM|Clerk#000000818|0|ress, express ideas haggle
2086|14033|F|264609.18|1994-10-19|1-URGENT|Clerk#000000046|0| permanently regular
2087|4919|O|83910.54|1998-01-31|2-HIGH|Clerk#000000626|0|e always regular packages nod against the furiously spec
2112|6329|O|16984.85|1997-02-05|2-HIGH|Clerk#000000351|0|against the slyly even id
2113|3187|O|72777.27|1997-11-08|2-HIGH|Clerk#000000527|0|slyly regular instruct
2114|7855|F|145749.93|1995-01-16|5-LOW|Clerk#000000751|0|r, unusual accounts haggle across the busy platelets. carefully
2115|10411|O|194797.78|1998-05-23|4-NOT SPECIFIED|Clerk#000000101|0|odolites boost. carefully regular excuses cajole. quickly ironic pinto be
2116|2221|F|98883.91|1994-08-26|1-URGENT|Clerk#000000197|0|efully after the asymptotes. furiously sp
2117|2189|O|185812.07|1997-04-26|2-HIGH|Clerk#000000887|0|ely even dependencies. regular foxes use blithely.
2118|13315|O|60988.52|1996-10-09|1-URGENT|Clerk#000000196|0|ial requests wake carefully special packages. f
2119|6203|O|37538.03|1996-08-20|2-HIGH|Clerk#000000434|0|uickly pending escapades. fluffily ir
2144|13463|F|141020.85|1994-03-29|3-MEDIUM|Clerk#000000546|0|t. carefully quick requests across the deposits wake regu
2145|13343|F|29067.66|1992-10-03|1-URGENT|Clerk#000000886|0|sts would snooze blithely alongside of th
2146|11752|F|264622.35|1992-09-14|4-NOT SPECIFIED|Clerk#000000476|0|ven packages. dependencies wake slyl
2147|9877|F|144679.48|1992-09-06|4-NOT SPECIFIED|Clerk#000000424|0| haggle carefully furiously final foxes. pending escapades thrash. bold theod
2148|12824|F|29059.53|1995-04-19|4-NOT SPECIFIED|Clerk#000000517|0|ross the furiously unusual theodolites. always expre
2149|10066|F|193630.24|1993-03-13|5-LOW|Clerk#000000555|0|nusual accounts nag furiously special reques
2150|8168|F|247685.98|1994-06-03|3-MEDIUM|Clerk#000000154|0|ect slyly against the even, final packages. quickly regular pinto beans wake c
2151|5791|O|185333.08|1996-11-11|3-MEDIUM|Clerk#000000996|0|c requests. ironic platelets cajole across the quickly fluffy deposits.
2176|10342|F|106331.68|1992-11-10|1-URGENT|Clerk#000000195|0|s haggle regularly accor
2177|13493|O|277139.27|1997-01-20|3-MEDIUM|Clerk#000000161|0|ove the blithely unusual packages cajole carefully fluffily special request
2178|799|O|123254.6|1996-12-12|3-MEDIUM|Clerk#000000656|0|thely according to the instructions. furious
2179|4099|O|127822.46|1996-09-07|2-HIGH|Clerk#000000935|0|ounts alongside of the furiously unusual braids cajol
2180|7495|O|254350.13|1996-09-14|4-NOT SPECIFIED|Clerk#000000650|0|xpress, unusual pains. furiously ironic excu
2181|7403|O|152422.73|1995-09-13|3-MEDIUM|Clerk#000000814|0|y against the ironic, even
2182|2254|F|161490.04|1994-04-05|2-HIGH|Clerk#000000071|0|ccounts. quickly bold deposits across the excuses sl
2183|11203|O|51435.88|1996-06-22|1-URGENT|Clerk#000000287|0| among the express, ironic packages. slyly ironic platelets integrat
2208|6760|P|382917.88|1995-05-01|4-NOT SPECIFIED|Clerk#000000900|0|symptotes wake slyly blithely unusual packages.
2209|8906|F|150141.47|1992-07-10|2-HIGH|Clerk#000000056|0|er above the slyly silent requests. furiously reg
2210|3176|F|54586.54|1992-01-16|2-HIGH|Clerk#000000941|0| believe carefully quickly express pinto beans. deposi
2211|9197|F|233702.31|1994-06-30|2-HIGH|Clerk#000000464|0|ffily bold courts e
2212|11623|F|17532.87|1994-03-23|3-MEDIUM|Clerk#000000954|0|structions above the unusual requests use fur
2213|12122|F|231582.25|1993-01-15|4-NOT SPECIFIED|Clerk#000000598|0|osits are carefully reg
2214|11407|O|188934.88|1998-05-05|3-MEDIUM|Clerk#000000253|0|packages. fluffily even accounts haggle blithely. carefully ironic depen
2215|3869|O|144726.78|1996-06-16|4-NOT SPECIFIED|Clerk#000000817|0|le final, final foxes. quickly regular gifts are carefully deposit
2240|5537|F|229431.83|1992-03-06|4-NOT SPECIFIED|Clerk#000000622|0|accounts against the slyly express foxes are after the slyly regular
2241|10129|F|232532.87|1993-05-11|1-URGENT|Clerk#000000081|0|y about the silent excuses. furiously ironic instructions along the sil
2242|8143|O|16543.61|1997-07-20|4-NOT SPECIFIED|Clerk#000000360|0| pending multipliers. carefully express asymptotes use quickl
2243|4781|O|16400.55|1995-06-10|2-HIGH|Clerk#000000813|0|ously regular deposits integrate s
2244|12676|F|22255.37|1993-01-09|1-URGENT|Clerk#000001000|0|ckages. ironic, ironic accounts haggle blithely express excuses.
2245|5647|F|234225.65|1993-04-28|3-MEDIUM|Clerk#000000528|0|ake carefully. braids haggle slyly quickly b
2246|11233|O|107421.17|1996-05-27|4-NOT SPECIFIED|Clerk#000000739|0| final gifts sleep
2247|9463|F|13969.73|1992-08-02|4-NOT SPECIFIED|Clerk#000000947|0|furiously regular packages. final brai
2272|13822|F|197905.59|1993-04-13|2-HIGH|Clerk#000000449|0|s. bold, ironic pinto beans wake. silently specia
2273|13426|O|175042.71|1996-12-14|5-LOW|Clerk#000000155|0|uickly express foxes haggle quickly against
2274|10400|F|72950.38|1993-09-04|4-NOT SPECIFIED|Clerk#000000258|0|nstructions try to hag
2275|14833|F|45314.93|1992-10-22|4-NOT SPECIFIED|Clerk#000000206|0| furiously furious platelets. slyly final packa
2276|4139|O|180963.73|1996-04-29|4-NOT SPECIFIED|Clerk#000000821|0|ecial requests. fox
2277|8872|F|126760.92|1995-01-02|4-NOT SPECIFIED|Clerk#000000385|0|accounts cajole. even i
2278|14054|O|149386.9|1998-04-25|3-MEDIUM|Clerk#000000186|0|r pinto beans integrate after the carefully even deposits. blit
2279|7940|F|189881.22|1993-02-23|3-MEDIUM|Clerk#000000898|0|de of the quickly unusual instructio
2304|4493|F|167230.49|1994-01-07|4-NOT SPECIFIED|Clerk#000000415|0|onic platelets. ironic packages haggle. packages nag doggedly according to
2305|4198|F|163733.47|1993-01-26|2-HIGH|Clerk#000000440|0|ove the furiously even acco
2306|2671|O|344355.61|1995-07-26|2-HIGH|Clerk#000000975|0| wake furiously requests. permanent requests affix. final packages caj
2307|10405|F|69641.96|1993-06-29|5-LOW|Clerk#000000952|0|furiously even asymptotes? carefully regular accounts
2308|2389|F|92273.79|1992-10-25|4-NOT SPECIFIED|Clerk#000000609|0|ts. slyly final depo
2309|9952|O|233217.03|1995-09-04|5-LOW|Clerk#000000803|0|he carefully pending packages. fluffily stealthy foxes engage carefully
2310|3040|O|111751.09|1996-09-20|5-LOW|Clerk#000000917|0|wake carefully. unusual instructions nag ironic, regular excuse
2311|7162|P|204122.13|1995-05-02|2-HIGH|Clerk#000000761|0|ly pending asymptotes-- furiously bold excus
2336|14140|O|23171.85|1996-01-07|4-NOT SPECIFIED|Clerk#000000902|0|c, final excuses sleep furiously among the even theodolites. f
2337|14014|O|66957.59|1997-06-18|4-NOT SPECIFIED|Clerk#000000754|0| quickly. final accounts haggle. carefully final acco
2338|13937|O|29902.27|1997-09-15|2-HIGH|Clerk#000000951|0|riously final dugouts. final, ironic packages wake express, ironic id
2339|10837|F|97021.41|1993-12-15|5-LOW|Clerk#000000847|0| against the regular
2340|6448|O|38665.39|1996-01-12|1-URGENT|Clerk#000000964|0|ter the deposits sleep according to the slyly regular packages. carefully
2341|8152|F|63615.59|1993-05-30|5-LOW|Clerk#000000443|0|sts-- blithely bold dolphins through the deposits nag blithely carefully re
2342|3643|O|169466.28|1996-06-09|1-URGENT|Clerk#000000615|0|oost carefully across the regular accounts. blithely final d
2343|7103|O|142760.91|1995-08-21|3-MEDIUM|Clerk#000000170|0|fluffily over the slyly special deposits. quickl
2368|1285|F|146349.56|1993-08-20|1-URGENT|Clerk#000000830|0|t the bold instructions. carefully unusual
2369|10963|O|114015.2|1996-12-24|2-HIGH|Clerk#000000752|0|iously even requests are dogged, express
2370|14038|F|89092.09|1994-01-17|1-URGENT|Clerk#000000231|0|lyly final packages. quickly final deposits haggl
2371|1864|O|274380.53|1998-01-07|1-URGENT|Clerk#000000028|0|ckages haggle at th
2372|2908|O|143444.94|1997-11-21|5-LOW|Clerk#000000342|0|s: deposits haggle along the final ideas. careful
2373|2624|F|52205.7|1994-03-12|4-NOT SPECIFIED|Clerk#000000306|0| even, special courts grow quickly. pending,
2374|388|F|168829.24|1993-10-29|4-NOT SPECIFIED|Clerk#000000081|0| blithely regular packages. blithely unusua
2375|485|O|164665.89|1996-11-20|3-MEDIUM|Clerk#000000197|0|unusual, pending theodolites cajole carefully
2400|3640|O|121057.04|1998-07-25|5-LOW|Clerk#000000782|0|nusual courts nag against the carefully unusual pinto b
2401|14758|O|99335.92|1997-07-29|4-NOT SPECIFIED|Clerk#000000531|0|ully unusual instructions boost carefully silently regular requests.
2402|6572|O|91767.8|1996-09-06|4-NOT SPECIFIED|Clerk#000000162|0|slyly final sheaves sleep slyly. q
2403|5438|O|121746.7|1998-04-11|3-MEDIUM|Clerk#000000820|0|furiously regular deposits use. furiously unusual accounts wake along the
2404|7667|O|175011.33|1997-03-13|4-NOT SPECIFIED|Clerk#000000409|0|deposits breach furiously. ironic foxes haggle carefully bold packag
2405|7129|O|189461.65|1996-12-23|3-MEDIUM|Clerk#000000535|0|ular, regular asympto
2406|664|O|277562.36|1996-10-28|5-LOW|Clerk#000000561|0|blithely regular accounts u
2407|5353|O|122648.78|1998-06-19|2-HIGH|Clerk#000000068|0|uests affix slyly among the slyly regular depos
2432|10192|O|102891.89|1996-07-13|1-URGENT|Clerk#000000115|0|re. slyly even deposits wake bra
2433|2990|F|191339.9|1994-08-22|4-NOT SPECIFIED|Clerk#000000324|0|ess patterns are slyly. packages haggle carefu
2434|2369|O|198332.58|1997-04-27|3-MEDIUM|Clerk#000000190|0|s. quickly ironic dolphins impress final deposits. blithel
2435|7132|F|186630.53|1993-02-21|5-LOW|Clerk#000000112|0|es are carefully along the carefully final instructions. pe
2436|12499|O|97482.86|1995-09-11|4-NOT SPECIFIED|Clerk#000000549|0|arefully. blithely bold deposits affix special accounts. final foxes nag. spe
2437|8437|F|214479.26|1993-04-21|4-NOT SPECIFIED|Clerk#000000578|0|. theodolites wake slyly-- ironic, pending platelets above the carefully exp
2438|1255|F|270254.48|1993-07-15|2-HIGH|Clerk#000000744|0|the final, regular warhorses. regularly
2439|5398|O|52450.27|1997-03-15|2-HIGH|Clerk#000000819|0|lithely after the car
2464|14485|O|37298.46|1997-11-23|5-LOW|Clerk#000000633|0|le about the instructions. courts wake carefully even
2465|3236|O|264820.38|1995-06-24|1-URGENT|Clerk#000000078|0|al pinto beans. final, bold packages wake quickly
2466|1798|F|215423.34|1994-03-06|1-URGENT|Clerk#000000424|0|c pinto beans. express deposits wake quickly. even, final courts nag. package
2467|3421|O|8415.96|1995-07-16|4-NOT SPECIFIED|Clerk#000000914|0|pades sleep furiously. sometimes regular packages again
2468|11084|O|197683.91|1997-06-09|4-NOT SPECIFIED|Clerk#000000260|0|ickly regular packages. slyly ruthless requests snooze quickly blithe
2469|12290|O|239171.68|1996-11-26|5-LOW|Clerk#000000730|0| sleep closely regular instructions. furiously ironic instructi
2470|5624|O|162405.06|1997-04-19|3-MEDIUM|Clerk#000000452|0|to the furiously final packages? pa
2471|8839|O|45916.92|1998-03-12|4-NOT SPECIFIED|Clerk#000000860|0|carefully blithely regular pac
2496|13412|F|177364.85|1994-01-09|2-HIGH|Clerk#000000142|0|slyly. pending instructions sleep. quic
2497|4691|F|214037.0|1992-08-27|1-URGENT|Clerk#000000977|0|ily ironic pinto beans. furiously final platelets alongside of t
2498|9587|F|49531.91|1993-11-08|5-LOW|Clerk#000000373|0|g the slyly special pinto beans.
2499|12100|O|222974.02|1995-09-24|1-URGENT|Clerk#000000277|0|r the quickly bold foxes. bold instructi
2500|13288|F|195658.35|1992-08-15|2-HIGH|Clerk#000000447|0|integrate slyly pending deposits. furiously ironic accounts across the s
2501|6643|O|116265.76|1997-05-25|5-LOW|Clerk#000000144|0|ickly special theodolite
2502|6937|F|35644.22|1993-05-28|4-NOT SPECIFIED|Clerk#000000914|0|lyly: carefully pending ideas affix again
2503|655|F|259847.94|1993-06-20|3-MEDIUM|Clerk#000000294|0|ly even packages was. ironic, regular deposits unwind furiously across the p
2528|5500|F|117950.0|1994-11-20|1-URGENT|Clerk#000000789|0|ular dependencies? regular frays kindle according to the blith
2529|13484|O|3889.08|1996-08-20|2-HIGH|Clerk#000000511|0|posits across the silent instructions wake blithely across
2530|12709|F|71094.34|1994-03-21|3-MEDIUM|Clerk#000000291|0|ular instructions about the quic
2531|4336|O|187404.22|1996-05-06|4-NOT SPECIFIED|Clerk#000000095|0|even accounts. furiously ironic excuses sleep fluffily. carefully silen
2532|9355|O|195350.17|1995-10-11|2-HIGH|Clerk#000000498|0|the blithely pending accounts. regular, regular excuses boost aro
2533|4955|O|224721.17|1997-03-24|1-URGENT|Clerk#000000594|0|ecial instructions. spec
2534|7522|O|285530.21|1996-07-17|3-MEDIUM|Clerk#000000332|0|packages cajole ironic requests. furiously regular
2535|12013|F|100445.23|1993-05-25|5-LOW|Clerk#000000296|0|phins cajole beneath the fluffily express asymptotes. c
2560|13078|F|221275.48|1992-09-05|1-URGENT|Clerk#000000538|0|atelets, quickly sly requests
2561|5713|O|185162.8|1997-11-14|1-URGENT|Clerk#000000861|0|ual requests. unusual deposits cajole furiously pending, regular platelets.
2562|817|F|213481.13|1992-08-01|1-URGENT|Clerk#000000467|0|elets. pending dolphins promise slyly. bo
2563|6113|F|275864.51|1993-11-19|4-NOT SPECIFIED|Clerk#000000150|0|sly even packages after the furio
2564|7609|F|4049.83|1994-09-09|2-HIGH|Clerk#000000718|0|usly regular pinto beans. orbits wake carefully. slyly e
2565|5531|O|266545.41|1998-02-28|3-MEDIUM|Clerk#000000032|0|x-ray blithely along
2566|8548|F|102623.27|1992-10-10|3-MEDIUM|Clerk#000000414|0|ructions boost bold ideas. idly ironic accounts use according to th
2567|6940|O|359980.56|1998-02-27|2-HIGH|Clerk#000000031|0|detect. furiously ironic requests
2592|10058|F|14929.44|1993-03-05|4-NOT SPECIFIED|Clerk#000000524|0|ts nag fluffily. quickly stealthy theodolite
2593|9127|F|165830.62|1993-09-04|2-HIGH|Clerk#000000468|0|r the carefully final
2594|7760|F|121351.06|1992-12-17|1-URGENT|Clerk#000000550|0|ests. theodolites above the blithely even accounts detect furio
2595|7370|O|235806.21|1995-12-14|4-NOT SPECIFIED|Clerk#000000222|0|arefully ironic requests nag carefully ideas.
2596|4234|O|128107.76|1996-08-17|1-URGENT|Clerk#000000242|0|requests. ironic, bold theodolites wak
2597|10346|F|28734.09|1993-02-04|2-HIGH|Clerk#000000757|0|iously ruthless exc
2598|11197|O|125797.41|1996-03-05|3-MEDIUM|Clerk#000000391|0| ironic notornis according to the blithely final requests should
2599|14830|O|86769.4|1996-11-07|2-HIGH|Clerk#000000722|0|ts. slyly regular theodolites wake sil
2624|5119|O|37844.45|1996-11-28|5-LOW|Clerk#000000930|0|ic, regular packages
2625|3805|F|78632.35|1992-10-14|4-NOT SPECIFIED|Clerk#000000386|0| final deposits. blithely ironic ideas
2626|13705|O|98020.94|1995-09-08|4-NOT SPECIFIED|Clerk#000000289|0|gside of the carefully special packages are furiously after the slyly express
2627|14843|F|25263.18|1992-03-24|3-MEDIUM|Clerk#000000181|0|s. silent, ruthless requests
2628|5524|F|209826.15|1993-10-22|5-LOW|Clerk#000000836|0|ajole across the blithely careful accounts. blithely silent deposits sl
2629|13720|O|151903.45|1998-04-06|5-LOW|Clerk#000000680|0|uches dazzle carefully even, express excuses. ac
2630|8395|F|173505.88|1992-10-24|5-LOW|Clerk#000000712|0|inal theodolites. ironic instructions s
2631|3502|F|77968.26|1993-09-24|5-LOW|Clerk#000000833|0| quickly unusual deposits doubt around
2656|7654|F|159765.83|1993-05-04|1-URGENT|Clerk#000000307|0|elets. slyly final accou
2657|2459|O|217150.88|1995-10-17|2-HIGH|Clerk#000000160|0| foxes-- slyly final dependencies around the slyly final theodo
2658|1339|O|238141.7|1995-09-23|3-MEDIUM|Clerk#000000400|0|bout the slyly regular accounts. ironic,
2659|8206|F|102169.02|1993-12-18|4-NOT SPECIFIED|Clerk#000000758|0|cross the pending requests maintain
2660|12625|O|29912.49|1995-08-05|5-LOW|Clerk#000000480|0|ly finally regular deposits. ironic theodolites cajole
2661|7390|O|152011.76|1997-01-04|3-MEDIUM|Clerk#000000217|0|al, regular pinto beans. silently final deposits should have t
2662|3683|O|128903.66|1996-08-21|3-MEDIUM|Clerk#000000589|0|bold pinto beans above the slyly final accounts affix furiously deposits. pac
2663|9403|O|42760.54|1995-09-06|1-URGENT|Clerk#000000950|0|ar requests. furiously final dolphins along the fluffily spe
2688|9736|F|307335.93|1992-01-24|2-HIGH|Clerk#000000720|0|have to nag according to the pending theodolites. sly
2689|10132|F|67629.67|1992-04-09|4-NOT SPECIFIED|Clerk#000000698|0|press pains wake. furiously express theodolites alongsid
2690|9350|O|324621.81|1996-03-31|3-MEDIUM|Clerk#000000760|0|ravely even theodolites
2691|586|F|31483.79|1992-04-30|5-LOW|Clerk#000000439|0|es at the regular deposits sleep slyly by the fluffy requests. eve
2692|6172|O|31255.58|1997-12-02|3-MEDIUM|Clerk#000000878|0|es. regular asymptotes cajole above t
2693|1702|O|91632.92|1996-09-04|1-URGENT|Clerk#000000370|0|ndle never. blithely regular packages nag carefully enticing platelets. ca
2694|11909|O|153649.05|1996-03-14|5-LOW|Clerk#000000722|0| requests. bold deposits above the theodol
2695|5629|O|212815.73|1996-08-20|1-URGENT|Clerk#000000697|0|ven deposits around the quickly regular packa
2720|2998|F|262400.72|1993-06-08|1-URGENT|Clerk#000000948|0|quickly. special asymptotes are fluffily ironi
2721|7727|O|64007.61|1996-01-27|2-HIGH|Clerk#000000401|0| ideas eat even, unusual ideas. theodolites are carefully
2722|3464|F|67560.9|1994-04-09|5-LOW|Clerk#000000638|0|rding to the carefully quick deposits. bli
2723|5915|O|145276.44|1995-10-06|5-LOW|Clerk#000000836|0|nts must have to cajo
2724|13684|F|170286.13|1994-09-14|2-HIGH|Clerk#000000217|0| sleep blithely. blithely idle
2725|8836|F|118645.51|1994-05-21|4-NOT SPECIFIED|Clerk#000000835|0|ular deposits. spec
2726|568|F|51201.18|1992-11-27|5-LOW|Clerk#000000470|0| blithely even dinos sleep care
2727|7385|O|2962.87|1998-04-19|4-NOT SPECIFIED|Clerk#000000879|0|sual theodolites cajole enticingly above the furiously fin
2752|5807|F|273982.53|1993-11-19|2-HIGH|Clerk#000000648|0| carefully regular foxes are quickly quickl
2753|1540|F|262757.93|1993-11-30|2-HIGH|Clerk#000000380|0|ending instructions. unusual deposits
2754|14375|F|38972.58|1994-04-03|2-HIGH|Clerk#000000960|0|cies detect slyly.
2755|11767|F|131051.83|1992-02-07|4-NOT SPECIFIED|Clerk#000000177|0|ously according to the sly foxes. blithely regular pinto bean
2756|11656|F|217886.84|1994-04-18|1-URGENT|Clerk#000000537|0|arefully special warho
2757|7550|O|140952.59|1995-07-20|2-HIGH|Clerk#000000216|0| regular requests subl
2758|4118|O|41120.62|1998-07-12|5-LOW|Clerk#000000863|0|s cajole according to the carefully special
